Gene	HT-29
ACAT2	 8.657348e-01
ACBD3	 4.937774e-01
ACBD4	 1.786945e-01
ACBD5	 3.231487e-01
ACBD6	 6.567885e-01
ACBD7	 3.432958e-01
ACCS	 4.578949e-01
ACCSL	 2.732634e-01
ACD	 2.380684e-01
ACE	 1.821889e-01
ACE2	 5.909321e-01
ACER1	 2.295066e-01
ACER2	 2.218169e-01
ACER3	 2.348354e-01
ACHE	-4.544489e-01
ACIN1	-1.444602e+00
ACKR1	 2.213972e-01
ACKR2	 2.664621e-01
ACKR3	 2.910935e-01
ACKR4	 5.561058e-01
ACLY	-6.068063e-01
ACMSD	-5.103499e-02
ACO1	 8.316130e-02
ACO2	 1.289185e-01
ACOD1	 1.261669e-02
ACOT1	 7.273366e-01
ACOT11	 3.443638e-01
ACOT12	 2.243959e-01
ACOT13	 1.174582e-01
ACOT2	 4.562818e-01
ACOT4	 6.630106e-01
ACOT6	 2.330433e-01
ACOT7	 2.604333e-01
ACOT8	 1.995015e-01
ACOT9	-1.196150e-01
ACOX1	 2.287328e-01
ACOX2	 2.956206e-01
ACOX3	 2.564423e-01
ACOXL	 1.048497e-01
ACP1	 2.155138e-01
ACP2	 2.288864e-01
ACP4	-7.110407e-02
ACP5	 2.230213e-01
ACP6	 4.577593e-01
ACP7	 2.397328e-01
ACPP	 4.047635e-02
ACR	 5.019259e-02
ACRBP	 4.601487e-02
ACRV1	 8.455014e-02
ACSBG1	 2.535975e-01
ACSBG2	 1.975288e-01
ACSF2	 2.341957e-01
ACSF3	 5.473238e-01
ACSL1	 1.770481e-01
ACSL3	 1.367693e-01
ACSL4	 7.581364e-02
ACSL5	 1.554502e-01
ACSL6	 9.523432e-03
ACSM1	 1.845356e-01
ACSM2A	 4.611994e-01
ACSM2B	 6.221396e-01
ACSM3	 6.150588e-01
ACSM4	-4.152388e-02
ACSM5	-5.393970e-02
ACSM6	 1.679543e-01
ACSS1	 2.767779e-01
ACSS2	 1.311031e-01
ACSS3	-5.976819e-02
ACTA1	 3.002164e-01
ACTA2	 2.347878e-01
ACTB	-6.625097e-01
ACTBL2	 2.416506e-01
ACTC1	 2.594262e-01
ACTG1	-1.679266e-01
ACTG2	-5.872692e-01
ACTL10	-9.171643e-02
ACTL6A	-3.381809e+00
ACTL6B	 2.141340e-01
ACTL7A	 4.232051e-01
ACTL7B	 4.110157e-02
ACTL8	 2.223835e-01
ACTL9	 2.687634e-01
ACTN1	 5.912612e-01
ACTN2	 2.894275e-01
ACTN3	 3.180264e-02
ACTN4	 1.295335e-01
ACTR10	-3.202747e+00
ACTR1A	-7.240405e-01
ACTR1B	 2.452836e-01
ACTR2	-1.025810e+00
ACTR3	-1.706216e-01
ACTR3B	 1.580094e-01
ACTR3C	 1.934352e-01
ACTR5	-9.458631e-02
ACTR6	-9.606108e-01
ACTR8	-4.990331e-01
ACTRT1	 3.465789e-01
ACTRT2	 2.431881e-01
ACTRT3	-4.775016e-02
ACVR1	 2.999128e-01
ACVR1B	-9.054462e-02
ACVR1C	-5.111812e-02
ACVR2A	-2.784754e-02
ACVR2B	-1.262668e-01
ACVRL1	-4.492151e-02
ACY1	 1.990394e-01
ACY3	-1.216077e-02
ACYP1	 6.152205e-01
ACYP2	 5.909475e-01
ADA	 1.809853e-01
ADA2	 4.423779e-01
ADAD1	 4.744470e-01
ADAD2	 1.756874e-01
ADAL	 3.049071e-01
ADAM10	 3.512438e-01
ADAM11	-2.679075e-01
ADAM12	 3.751154e-02
ADAM15	 1.291326e-01
ADAM17	 2.534066e-01
ADAM18	 6.914230e-01
ADAM19	 5.357417e-01
ADAM2	-2.043008e-01
ADAM20	 4.834148e-01
ADAM21	 4.797854e-01
ADAM22	 1.484416e-01
ADAM23	 3.433418e-01
ADAM28	 2.609502e-01
ADAM29	 2.597544e-01
ADAM30	 6.749423e-02
ADAM32	 1.481201e-01
ADAM33	 2.575624e-01
ADAM7	 2.483076e-01
ADAM8	 1.182977e-01
ADAM9	 1.979047e-01
ADAMDEC1	 1.715732e-01
ADAMTS1	-1.038768e-01
ADAMTS10	 1.893641e-01
ADAMTS12	 3.238434e-01
ADAMTS13	 1.433485e-01
ADAMTS14	-3.893595e-02
ADAMTS15	 4.290870e-02
ADAMTS16	 2.767453e-01
ADAMTS17	-2.228190e-01
ADAMTS18	 2.555744e-01
ADAMTS19	 1.616327e-01
ADAMTS2	 1.146723e-01
ADAMTS20	-1.759715e-02
ADAMTS3	 2.636793e-01
ADAMTS4	-1.148577e-01
ADAMTS5	 3.018158e-02
ADAMTS6	 1.392237e-01
ADAMTS7	 1.332167e-03
ADAMTS8	-2.342876e-02
ADAMTS9	 1.093277e-01
ADAMTSL1	 4.690591e-01
ADAMTSL2	 1.950041e-01
ADAMTSL3	 1.769989e-01
ADAMTSL4	-4.599484e-01
ADAMTSL5	 2.304440e-02
ADAP1	-1.084596e-01
ADAP2	 2.520562e-01
ADAR	-2.695005e-01
ADARB1	 3.362344e-01
ADARB2	-3.179435e-01
ADAT1	 1.842703e-01
ADAT2	-2.449478e-01
ADAT3	-4.696723e-01
ADCK1	 3.370178e-01
ADCK2	 1.236913e-01
ADCK5	 2.512883e-01
ADCY1	 3.698836e-02
ADCY10	 2.838700e-01
ADCY2	 1.553454e-01
ADCY3	 2.769261e-01
ADCY4	 1.445399e-01
ADCY5	 1.726029e-02
ADCY6	 1.693450e-01
ADCY7	 2.963877e-01
ADCY8	-4.336648e-02
ADCY9	 2.803637e-01
ADCYAP1	 2.829507e-01
ADCYAP1R1	 4.162648e-01
ADD1	 5.613914e-03
ADD2	 1.390030e-01
ADD3	 2.044866e-01
ADGB	 4.962517e-01
ADGRA1	 1.411344e-01
ADGRA2	-2.394326e-01
ADGRA3	 5.095689e-01
ADGRB1	 2.296127e-01
ADGRB2	-2.209383e-01
ADGRB3	 1.791664e-02
ADGRD1	 4.801505e-01
ADGRD2	 1.625325e-01
ADGRE1	 4.804084e-01
ADGRE2	 7.746729e-02
ADGRE3	-4.636914e-02
ADGRE5	 3.593855e-01
ADGRF1	 2.023163e-01
ADGRF2	 6.950277e-02
ADGRF3	 1.039449e-01
ADGRF4	 1.183383e-01
ADGRF5	-2.909590e-02
ADGRG1	 2.417353e-01
ADGRG2	-4.781321e-01
ADGRG3	 1.379180e-01
ADGRG4	 2.122513e-01
ADGRG5	 4.520993e-01
ADGRG6	 3.616841e-01
ADGRG7	 2.379104e-01
ADGRL1	-3.601987e-02
ADGRL2	 2.424445e-01
ADGRL3	 3.467510e-01
ADGRL4	 3.807070e-01
ADGRV1	 5.183650e-01
ADH1A	 4.566064e-01
ADH1B	 3.107577e-01
ADH1C	 4.250763e-01
ADH4	 3.957219e-01
ADH5	 7.972773e-02
ADH6	 1.411361e-01
ADH7	 2.517634e-01
ADHFE1	-1.756962e-01
ADI1	 3.734434e-01
ADIG	 6.352409e-03
ADIPOQ	 4.767933e-01
ADIPOR1	 5.431165e-01
ADIPOR2	 2.421443e-01
ADIRF	-1.553112e-02
ADK	-2.334272e-01
ADM	 3.430772e-01
ADM2	 3.262395e-01
ADM5	-2.121679e-02
ADNP	 6.127580e-02
ADNP2	 9.658257e-02
ADO	 7.953529e-02
ADORA1	 3.454257e-01
ADORA2A	 3.014413e-01
ADORA2B	 4.487768e-01
ADORA3	-6.177998e-02
ADPGK	 2.754688e-01
ADPRH	 1.728246e-01
ADPRHL1	 2.609413e-02
ADPRHL2	 2.782716e-01
ADPRM	 2.238297e-01
ADRA1A	 2.155500e-02
ADRA1B	 2.818450e-01
ADRA1D	 3.246258e-01
ADRA2A	 6.586775e-02
ADRA2B	 1.619316e-01
ADRA2C	 1.183663e-01
ADRB1	 1.561641e-01
ADRB2	 2.746293e-01
ADRB3	-1.607662e-01
ADRM1	-8.959161e-02
ADSL	-9.318213e-01
ADSS1	 5.270966e-01
ADSS2	-6.915455e-01
ADTRP	 1.291600e-01
AEBP1	 2.498947e-01
AEBP2	 2.381886e-01
AEN	 1.459140e-01
AFAP1	 3.255722e-01
AFAP1L1	 5.648238e-01
AFAP1L2	 3.253556e-01
AFDN	 3.814179e-01
AFF1	 2.063344e-01
AFF2	 2.631737e-01
AFF3	 1.454821e-01
AFF4	-2.565139e-02
AFG1L	 1.757990e-01
AFG3L2	-1.743636e+00
AFM	-5.088367e-04
AFMID	 3.362153e-01
AFP	 1.683483e-02
AFTPH	 3.132709e-01
AGA	 3.878395e-01
AGAP1	-2.166934e-02
AGAP2	-1.832246e-01
AGAP3	-7.078870e-02
AGAP5	-8.126827e-01
AGAP6	-6.497097e-01
AGAP9	-1.040967e+00
AGBL1	 1.784233e-01
AGBL2	 4.913323e-01
AGBL3	 1.309020e-01
AGBL4	 1.150951e-01
AGBL5	 2.088049e-01
AGER	 2.505299e-01
AGFG1	 3.860464e-02
AGFG2	 2.564824e-01
AGGF1	 3.631275e-01
AGK	 6.202869e-02
AGL	 4.428032e-01
AGMAT	 3.701311e-01
AGMO	 2.679118e-01
AGO1	 3.494848e-01
AGO2	 1.544957e-01
AGO3	 3.455205e-01
AGO4	 3.021258e-01
AGPAT1	-5.273145e-02
AGPAT2	-1.381897e-01
AGPAT3	 3.229218e-01
AGPAT4	-4.043580e-02
AGPAT5	 2.096971e-01
AGPS	 2.615526e-01
AGR2	 4.798728e-02
AGR3	 3.828223e-01
AGRN	 2.195661e-01
AGRP	 5.724641e-01
AGT	 2.378680e-01
AGTPBP1	 2.301320e-01
AGTR1	-4.380618e-02
AGTR2	 4.913616e-01
AGTRAP	 2.632838e-01
AGXT	 2.634509e-01
AGXT2	 3.642901e-01
AHCTF1	-2.599730e+00
AHCY	-2.703107e-01
AHCYL1	-1.504082e+00
AHCYL2	-1.612329e-01
AHDC1	 1.149065e-01
AHI1	 2.998170e-01
AHNAK	 2.382115e-01
AHNAK2	 3.861093e-01
AHR	 2.381367e-01
AHRR	 4.076043e-01
AHSA1	 2.581275e-01
AHSG	 3.409654e-01
AHSP	 3.251769e-01
AICDA	-2.830798e-02
AIDA	 5.055919e-01
AIF1	-4.753137e-02
AIF1L	 3.576458e-01
AIFM1	-6.760196e-01
AIFM2	-9.130258e-03
AIFM3	 2.023645e-01
AIG1	 4.044133e-02
AIM2	 5.599479e-01
AIMP1	-1.242975e-01
AIMP2	 6.063670e-02
AIP	 7.425592e-02
AIPL1	 4.244914e-01
AIRE	 3.244219e-01
AJAP1	 3.218908e-01
AJM1	-2.035028e-01
AJUBA	 5.598384e-01
AK1	 2.845826e-01
AK2	 1.611688e-01
AK3	 2.412565e-01
AK4	 1.198312e-01
AK5	 2.879642e-01
AK6	-2.455220e-01
AK7	 2.332097e-01
AK8	 3.263188e-01
AK9	 8.727464e-02
AKAIN1	 1.546260e-01
AKAP1	 1.326497e-01
AKAP10	 4.646808e-01
AKAP11	 1.186775e-01
AKAP12	 1.048005e-01
AKAP13	 9.401034e-02
AKAP14	-7.386592e-02
AKAP17A	 2.404562e-01
AKAP2	 5.730384e-02
AKAP3	-2.292362e-01
AKAP4	-2.123829e-01
AKAP5	 1.640226e-01
AKAP6	 4.224280e-01
AKAP7	 8.229680e-02
AKAP8	-1.419582e-02
AKAP8L	-1.331424e-01
AKAP9	 1.667061e-01
AKIP1	 2.260571e-01
AKIRIN1	 1.641470e-01
AKIRIN2	-1.512468e+00
AKNA	 2.902618e-01
AKNAD1	-4.794607e-02
AKR1A1	 3.003871e-01
AKR1B1	 4.264579e-01
AKR1B10	 5.604139e-01
AKR1B15	 2.990185e-01
AKR1C1	 4.192399e-01
AKR1C2	 6.142465e-02
AKR1C3	 3.857651e-01
AKR1C4	 7.085543e-01
AKR1D1	 8.491591e-02
AKR1E2	 6.917201e-01
AKR7A2	 2.869257e-01
AKR7A3	-1.895618e-01
AKT1	-2.039670e-01
AKT1S1	 2.157622e-01
AKT2	-2.484947e-02
AKT3	 4.972705e-01
AKTIP	-7.025363e-02
ALAD	-3.758857e-01
ALAS1	-1.649084e-01
ALAS2	 2.515196e-01
ALB	 2.955258e-01
ALCAM	 9.794701e-02
ALDH16A1	 1.407504e-01
ALDH18A1	 4.893915e-01
ALDH1A1	 5.316300e-02
ALDH1A2	 1.795530e-01
ALDH1A3	 3.251915e-01
ALDH1B1	 4.603017e-01
ALDH1L1	 5.278777e-02
ALDH1L2	 4.437012e-01
ALDH2	 5.804107e-01
ALDH3A1	 6.133056e-01
ALDH3A2	 2.652604e-01
ALDH3B1	 2.419013e-02
ALDH3B2	 1.958382e-01
ALDH4A1	 4.480999e-01
ALDH5A1	 3.145209e-01
ALDH6A1	 2.126450e-01
ALDH7A1	-2.571473e-02
ALDH8A1	 2.785911e-01
ALDH9A1	 5.278910e-02
ALDOA	-8.824211e-01
ALDOB	 4.006506e-01
ALDOC	-1.378222e-01
ALG1	-1.435329e+00
ALG10	-1.378757e-01
ALG10B	-1.699450e-01
ALG11	-2.377287e+00
ALG12	 2.170394e-01
ALG13	-1.484750e-01
ALG14	-1.272958e+00
ALG1L	 1.591911e-01
ALG1L2	-3.221995e-01
ALG2	-2.555702e+00
ALG3	 4.239593e-01
ALG5	-2.895226e-01
ALG6	 2.667341e-01
ALG8	-8.063481e-02
ALG9	 1.534563e-01
ALK	 5.709301e-01
ALKAL1	-8.858510e-02
ALKAL2	 3.702087e-01
ALKBH1	 2.250483e-01
ALKBH2	 3.032191e-01
ALKBH3	 7.073239e-02
ALKBH4	 5.574662e-02
ALKBH5	-3.851937e-01
ALKBH6	 1.683469e-01
ALKBH7	-3.064888e-02
ALKBH8	 1.432858e-01
ALLC	 3.941409e-02
ALMS1	-1.883364e-01
ALOX12	 4.687313e-01
ALOX12B	 4.291193e-01
ALOX15	 5.572122e-01
ALOX15B	 4.868898e-01
ALOX5	 2.516217e-01
ALOX5AP	 4.465976e-02
ALOXE3	 8.057025e-02
ALPG	 3.051916e-01
ALPI	 2.195111e-01
ALPK1	 2.700262e-02
ALPK2	 4.320584e-01
ALPK3	 3.717274e-01
ALPL	-1.634086e-01
ALPP	 4.490647e-01
ALS2	-9.201309e-02
ALS2CL	 5.961891e-02
ALX1	 3.633444e-02
ALX3	-6.449400e-02
ALX4	 4.372930e-01
ALYREF	-1.771686e+00
AMACR	 4.199415e-02
AMBN	 3.397093e-01
AMBP	 2.083088e-01
AMBRA1	 2.063594e-01
AMD1	-2.625800e-01
AMDHD1	 3.783071e-01
AMDHD2	 8.605166e-02
AMELX	 2.656159e-01
AMELY	-3.880375e-02
AMER1	-7.219923e-01
AMER2	 7.258472e-02
AMER3	 3.669451e-01
AMFR	 2.106197e-01
AMH	 2.944745e-01
AMHR2	 2.585870e-01
AMIGO1	 2.094516e-01
AMIGO2	 9.560452e-02
AMIGO3	 2.854368e-02
AMMECR1	 4.956484e-01
AMMECR1L	 4.016118e-01
AMN	 1.492524e-01
AMN1	 3.388001e-01
AMOT	 1.501098e-01
AMOTL1	 2.696434e-02
AMOTL2	 2.481599e-01
AMPD1	 1.918112e-01
AMPD2	 1.494634e-01
AMPD3	 3.166399e-01
AMPH	 3.627158e-01
AMT	-3.292107e-02
AMTN	-7.474664e-02
AMY1B	-3.013460e-01
AMY2A	-1.800791e-01
AMY2B	-5.669806e-01
AMZ1	 2.157086e-01
AMZ2	 5.596922e-01
ANAPC1	-1.042845e+00
ANAPC10	-3.316829e+00
ANAPC11	-3.753244e+00
ANAPC13	 3.119668e-02
ANAPC15	-4.587205e-01
ANAPC16	 2.418743e-01
ANAPC2	-3.227810e+00
ANAPC4	-4.821058e+00
ANAPC5	-4.874632e+00
ANAPC7	 3.114115e-01
ANG	 2.144543e-02
ANGEL1	 2.976349e-01
ANGEL2	 3.521386e-01
ANGPT1	 4.650673e-01
ANGPT2	 9.574390e-02
ANGPT4	 3.524211e-01
ANGPTL1	 3.900787e-01
ANGPTL2	 2.143045e-01
ANGPTL3	 4.810090e-01
ANGPTL4	-5.202758e-02
ANGPTL5	 4.056478e-01
ANGPTL6	 4.258709e-01
ANGPTL7	 5.875805e-01
ANGPTL8	 2.027832e-01
ANHX	 5.777938e-01
ANK1	 2.786700e-01
ANK2	 2.592773e-01
ANK3	 1.088627e-02
ANKAR	-7.140004e-02
ANKDD1A	-6.634879e-02
ANKDD1B	 4.102289e-01
ANKEF1	 4.049024e-01
ANKFN1	 3.908459e-01
ANKFY1	 1.133793e-01
ANKH	 3.788105e-01
ANKHD1	-2.474007e-01
ANKIB1	-6.734283e-04
ANKK1	-3.066476e-03
ANKLE1	 1.325637e-01
ANKLE2	-4.125330e+00
ANKMY1	 1.540705e-01
ANKMY2	 2.479642e-01
ANKRA2	 1.437910e-01
ANKRD1	 2.401520e-01
ANKRD10	 8.629127e-02
ANKRD11	-1.012573e-01
ANKRD12	 1.775437e-01
ANKRD13A	 3.677226e-01
ANKRD13B	 7.736990e-02
ANKRD13C	 4.872872e-01
ANKRD13D	 1.521988e-01
ANKRD16	 1.852223e-01
ANKRD17	 2.187216e-02
ANKRD18A	 1.553297e-01
ANKRD18B	 2.696691e-01
ANKRD2	-2.883309e-01
ANKRD20A2	-2.576936e+00
ANKRD22	 7.792696e-02
ANKRD23	 2.884313e-01
ANKRD24	 5.036177e-02
ANKRD26	 3.073059e-01
ANKRD27	 3.265389e-01
ANKRD28	 3.319419e-01
ANKRD29	 3.166651e-01
ANKRD30A	 8.732347e-02
ANKRD30B	 2.115909e-01
ANKRD31	 1.454023e-02
ANKRD33	 1.867755e-01
ANKRD33B	 4.012819e-01
ANKRD34A	 1.778921e-01
ANKRD34B	-9.880831e-02
ANKRD34C	 1.782498e-01
ANKRD35	 2.086855e-01
ANKRD36	 1.052083e-01
ANKRD36B	 4.879455e-01
ANKRD36C	 2.827430e-01
ANKRD37	 1.170077e-01
ANKRD39	 2.044665e-01
ANKRD40	 3.011980e-01
ANKRD42	 1.903220e-01
ANKRD44	-7.821876e-02
ANKRD45	 5.384889e-01
ANKRD46	 1.719432e-01
ANKRD49	-5.298539e-01
ANKRD50	 1.999475e-01
ANKRD52	-2.477280e-01
ANKRD53	 1.768911e-01
ANKRD54	 3.564085e-01
ANKRD55	 3.452160e-01
ANKRD6	-5.046171e-02
ANKRD60	-5.846712e-02
ANKRD61	 3.006313e-01
ANKRD62	 3.758249e-01
ANKRD63	 1.650841e-01
ANKRD65	 2.013763e-01
ANKRD66	 1.663442e-01
ANKRD7	 6.265194e-02
ANKRD9	 1.477869e-01
ANKS1A	 1.039316e-01
ANKS1B	 6.646384e-02
ANKS3	 3.247091e-01
ANKS4B	 3.668871e-01
ANKS6	 1.427597e-01
ANKUB1	 2.808804e-01
ANKZF1	 1.944438e-01
ANLN	-4.953103e-01
ANO1	 1.616072e-01
ANO10	 2.129207e-01
ANO2	 1.757188e-03
ANO3	 2.746712e-01
ANO4	 3.546120e-01
ANO5	 6.972426e-02
ANO6	 4.304504e-02
ANO7	-2.485737e-01
ANO8	-3.275285e-02
ANO9	 9.918713e-02
ANOS1	 2.379601e-01
ANP32A	 2.259357e-01
ANP32B	 3.295616e-01
ANP32D	 7.874456e-02
ANP32E	 4.906500e-02
ANPEP	 4.963142e-01
ANTKMT	 3.412324e-01
ANTXR1	 4.142298e-01
ANTXR2	 2.537304e-01
ANTXRL	 4.746501e-02
ANXA1	-1.230127e-02
ANXA10	 3.324557e-01
ANXA11	 1.429675e-01
ANXA13	 3.069961e-01
ANXA2	 3.353062e-01
ANXA2R	 3.283181e-01
ANXA3	 7.146555e-01
ANXA4	-3.264961e-02
ANXA5	 2.834834e-01
ANXA6	 4.754882e-01
ANXA7	 1.242548e-01
ANXA8	-8.244593e-02
ANXA8L1	 1.666549e-01
ANXA9	 7.713012e-02
AOAH	 5.000060e-02
AOC1	-2.143468e-01
AOC2	 3.563053e-01
AOC3	 6.908167e-01
AOPEP	 2.891525e-01
AOX1	 1.308942e-01
AP1AR	 4.506610e-01
AP1B1	 7.303597e-02
AP1G1	 2.143305e-01
AP1G2	 1.961406e-01
AP1M1	 2.277123e-02
AP1M2	 2.620696e-01
AP1S1	 8.736719e-02
AP1S2	 1.508394e-01
AP1S3	 2.411935e-01
AP2A1	 3.226139e-02
AP2A2	 1.722023e-01
AP2B1	 3.145025e-01
AP2M1	-1.124567e+00
AP2S1	-7.290250e-01
AP3B1	-4.187357e-01
AP3B2	-6.409838e-03
AP3D1	 5.083308e-01
AP3M1	 1.122733e-01
AP3M2	 4.260641e-01
AP3S1	 4.076005e-01
AP3S2	 4.207057e-01
AP4B1	 2.921977e-01
AP4E1	 4.608825e-01
AP4M1	 1.398574e-01
AP4S1	 5.220446e-01
AP5B1	-6.559911e-01
AP5M1	 3.567048e-01
AP5S1	 1.695493e-01
AP5Z1	 9.028220e-03
APAF1	 2.877556e-01
APBA1	 2.122780e-01
APBA2	 1.002019e-01
APBA3	 3.626868e-01
APBB1	 1.243259e-01
APBB1IP	 4.041754e-01
APBB2	 3.934856e-01
APBB3	 5.119621e-01
APC	-7.993320e-01
APC2	-2.245683e-01
APCDD1	 2.900657e-01
APCDD1L	 2.586231e-01
APCS	 3.884474e-01
APEH	 5.941918e-02
APELA	 4.400539e-01
APEX1	 3.733450e-01
APEX2	 7.533374e-02
APH1A	-6.846648e-02
APH1B	 2.421324e-01
API5	 1.093204e-01
APIP	 6.152965e-01
APLF	 4.502032e-02
APLN	 2.208972e-01
APLNR	 4.135747e-01
APLP1	-6.289329e-02
APLP2	 7.482955e-02
APMAP	 2.441653e-01
APOA1	 1.018412e-01
APOA2	 3.181908e-01
APOA4	 1.363994e-01
APOA5	-1.105302e-01
APOB	 1.240847e-01
APOBEC1	-8.615910e-02
APOBEC2	 2.008449e-01
APOBEC3A	 2.750183e-01
APOBEC3B	 2.174122e-01
APOBEC3C	-1.161053e-03
APOBEC3D	 2.548460e-01
APOBEC3F	 3.290476e-01
APOBEC3G	 6.618645e-01
APOBEC3H	 1.557813e-01
APOBEC4	 3.123695e-01
APOBR	 3.028396e-01
APOC1	-1.780155e-02
APOC2	 6.089766e-01
APOC3	 4.430760e-02
APOC4	 2.751691e-01
APOD	 2.877353e-01
APOE	 5.755001e-02
APOF	 2.747812e-01
APOH	 1.318689e-01
APOL1	 7.150593e-01
APOL2	 4.572703e-01
APOL3	 3.503649e-01
APOL4	 4.293673e-01
APOL5	 3.225900e-01
APOL6	 7.562460e-01
APOLD1	 4.662491e-02
APOM	 6.364798e-02
APOO	 1.395645e-01
APOOL	-2.931547e-02
APP	 4.937162e-03
APPBP2	 1.371683e-01
APPL1	 2.899672e-01
APPL2	 1.994180e-01
APRT	-1.029277e-01
APTX	 1.185836e-01
AQP1	 1.580871e-01
AQP10	 1.507109e-03
AQP11	-4.001018e-02
AQP12A	-2.164233e-01
AQP12B	-3.196931e-02
AQP2	-6.990121e-02
AQP3	 2.839906e-01
AQP4	 2.429725e-01
AQP5	 2.222509e-01
AQP6	-1.104463e-02
AQP7	 2.429095e-01
AQP8	 2.564006e-01
AQP9	 3.577063e-01
AQR	-3.896250e+00
AR	 3.794646e-01
ARAF	 3.377685e-01
ARAP1	 1.554810e-02
ARAP2	 6.848196e-01
ARAP3	 1.295206e-01
ARC	 2.963366e-01
ARCN1	-2.447972e+00
AREG	 2.641817e-01
AREL1	 2.932314e-01
ARF1	-2.584305e-01
ARF3	 1.479054e-01
ARF4	-1.720688e-02
ARF5	 2.864901e-01
ARF6	 2.163468e-01
ARFGAP1	 3.088937e-01
ARFGAP2	 3.629617e-01
ARFGAP3	 7.223481e-02
ARFGEF1	 3.636191e-01
ARFGEF2	 2.922353e-01
ARFGEF3	 2.391725e-01
ARFIP1	-9.529274e-02
ARFIP2	 3.508353e-01
ARFRP1	-1.540609e+00
ARG1	 3.046451e-01
ARG2	 5.270658e-01
ARGFX	 3.284400e-01
ARGLU1	-7.247609e-01
ARHGAP1	 3.490362e-01
ARHGAP10	 4.275887e-01
ARHGAP11A	 3.491236e-01
